SKU,Description,Department,Class Name,Sub Class Name,dimx,dimy,dimz,weight,,Class,Conveyable Results,NSST Results,Override,Result,Zone,Daily Units,Daily Hits,Daily Cube,Slots,SKU,Min,Max,Heavy,Liquid,Ship-Ready,Bulk Locations,Desired Profile,Module,Slots,SKU,Min,Max,SKU Volume,Recalculated Max,Assigned Slot
1002255317,"52"" POMPEO LED INDOOR/OUTDOOR WHITE",27,20 - CEILING FANS,32 - 50 TO 54 IN. OUTDOOR  CE,16.73,10.82,22.63,28.94,16.73,DFC,SR-CON,SR-CON,SR-CON,SR-CON,SR2,0.087671233,0.087671233,0.20783617,FALSE,1002255317,5,36,N,,Y,0,SR,SR,1,1002255317,5,36,4096.450918,36,
1004185548,"56 QT STORAGE BOX, GRAY",059S,16 - GARAGE/GENERAL ORGANIZE,2 - STORAGE TOTES,23,12.5,16.25,3.1,16.25,DFS,NC,CF,SR-OBX,SR-OBX,SR1,0.076712329,0.076712329,0.207401858,FALSE,1004185548,5,32,N,,N,0,SR,SR,1,1004185548,5,32,4671.875,32,
972499,"8 QT MG CACTUS, PALM & CITRUS SOIL",028O,3 - SOILS AND AMENDMENTS,16 - INDOOR SOILS,12.3,4.85,13.7,7.27,12.3,DFS,BIN-END,CF,BIN-END,BIN-END,CP2,0.438356164,0.01369863,0.207324581,4,972499,120,See Con,N,,N,0,Bin Endcap,2,4,972499,120,10,817.2735,10,
1002346936,"32""X80"" 1-3/8"" HC MELROSE SLAB",30,25 - INTERIOR DOORS,7 - MOLDED SLABS,1.38,80,32,35,32,DFS,NC,D&P,BULK (PJ),BULK (PJ),BK1,0.101369863,0.049315068,0.207245053,FALSE,1002346936,5,See Con,N,,N,1,IGNORE,IGNORE,IGNORE,1002346936,IGNORE,IGNORE,IGNORE,IGNORE,
646968,"4"" X1/8"" DK GRAY TPR WALLBASE 120'",023F,1 - VINYL PLANK,66 - COVE BASE,17.8,4.4,17.2,44.07,17.2,DFS,CF,CF,,CF,CP1,0.265753425,0.054794521,0.20717448,2,646968,5,See Con,Y,,N,0,Carton Flow,1,2,646968,5,17,1347.104,17,
1005469478,"16"" INDUSTRIAL GRADE OSCILLATING WAL",029A,17 - A/CS AND FANS,4 - FANS,8.5,18.75,18.1875,10.5,18.1875,DFC,CF,SR-CON,,CF,CP2,0.123287671,0.123287671,0.206808848,3,1005469478,5,See Con,N,,Y,0,Carton Flow,2,3,1005469478,5,12,2898.632813,12,
1004064810,1.2 AMP 16 IN. 2-DIRECTION VARIABLE,025T,9 - PORTABLE POWER,25 - BENCHTOP AND STANDS,26.75,15,13,28.8,15,DFC,SR-CON,SR-CON,SR-CON,SR-CON,SR2,0.068493151,0.068493151,0.206757753,FALSE,1004064810,5,29,N,,Y,0,SR,SR,1,1004064810,5,29,5216.25,29,
1000003079,LYNDALL HANDLE NICKEL,029B,23 - TUBS AND SHOWERS,5 - TUB & SHOWER DOORS,2.85,24.7,4.3,1.97,4.3,DFC,CF,CF,,CF,CP1,1.178082192,0.860273973,0.206367889,1,1000003079,5,See Con,N,,N,0,Carton Flow,1,1,1000003079,5,38,302.6985,38,
1003821752,LED RECTANGLE EMER UNIT W BATT,27,15 - COMMERCIAL & INDUSTRIAL,9 - EXIT/EMERGENCY,4.8,4,14.2,1.963,4.8,DFS,CF,CF,,CF,CP2,1.304109589,0.252054795,0.205759513,1,1003821752,5,See Con,N,,N,0,Carton Flow,2,1,1003821752,5,42,272.64,42,
1001248931,OCEDAR EASY WRING SPIN MOP REFILL,028I,4 - CLEANING,16 - MOPS,1.75,12.63,8.63,0.27,8.63,DFS,CF,CF,,CF,CP1,1.863013699,0.723287671,0.205648007,1,1001248931,8,See Con,N,,N,0,Carton Flow,1,1,1001248931,8,60,190.744575,60,
476774,T-MOP,028I,4 - CLEANING,5 - CLEANING TOOLS,2,48,2.25,1,2.25,DFS,NC,OBLONG,,OBLONG,SR1,1.643835616,0.01369863,0.205479452,FALSE,476774,24,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,476774,IGNORE,IGNORE,IGNORE,IGNORE,
1001253018,MKE M12 COMPACT VACUUM BARE TOOL,025T,9 - PORTABLE POWER,28 - LIFE STYLE,18.3,5.5,5.5,3.2,5.5,DFC,CF,CF,,CF,CP2,0.64109589,0.624657534,0.205378853,1,1001253018,5,See Con,N,,N,0,Carton Flow,2,1,1001253018,5,21,553.575,21,
515888,RIDGID LARGE DUST BAG FILT - SIZE A,025T,14 - WET DRY VACS,5 - W/D VAC FILTERS,16.5,1,9.2,0.5,9.2,DFS,CF,CF,,CF,CP1,2.336986301,0.682191781,0.205297755,1,515888,6,See Con,N,,N,0,Carton Flow,1,1,515888,6,76,151.8,76,
1003370448,HDC SHORELINE MULTI-COLOR 7'10X9'10,023F,3 - AREA RUGS/MATS/REMS,7 - BAY STOCK RUGS,9,94,9,38,9,DFS,NC,D&P,ST,ST,BK3,0.046575342,0.038356164,0.205222603,FALSE,1003370448,5,See Con,N,,N,1,IGNORE,IGNORE,IGNORE,1003370448,IGNORE,IGNORE,IGNORE,IGNORE,
1005911072,ONE  18-VOLT HP LITHIUM-ION CORDLESS,028I,33 - CHORE,2 - CULTIVATORS/AUGERS,36.3,8.11,14.17,18.99,14.17,DFC,SR-CON,SR-NC,SR-CON,SR-CON,SR2,0.084931507,0.084931507,0.205032365,FALSE,1005911072,4,36,N,,Y,0,SR,SR,1,1005911072,4,36,4171.54881,36,
1001734742,"HDC 37X22"" MARBLE VTOP- ARABES VENAT",029B,22 - VANITIES,15 - NATURAL STONE VANITY TOP,11,26,41,89.9,26,DFS,NC,SR-NC,,SR-NC,SR2,0.030136986,0.024657534,0.204505961,FALSE,1001734742,2,13,N,,N,0,SR,SR,1,1001734742,2,13,11726,13,
1000021831,TOASTER OVEN B&D BL 4SL (TO1313SBD),059H,28 - SMALL ELECTRICS,5 - COOKERS,17.8,12.55,19.9,17.75,17.8,DFC,SR-CON,CF,SR-CON,SR-CON,SR2,0.079452055,0.079452055,0.204398733,FALSE,1000021831,5,33,N,,Y,0,SR,SR,1,1000021831,5,33,4445.461,33,
141652,TALL WARDROBE BOX 24X24X45,059S,16 - GARAGE/GENERAL ORGANIZE,4 - MOVING,45.5,1.75,24.5,7.5,24.5,DFS,NC,SR-NC,,SR-NC,SR2,0.180821918,0.071232877,0.204137533,FALSE,141652,2,76,N,,N,0,SR,SR,1,141652,2,76,1950.8125,76,
339571,GARDNER SILVER DOLLAR 4.75 GAL,22,10 - ROOFING,18 - ROOF COATINGS,12,13.75,12,39,12,DFS,NC,SR-CON,SR-OBX,SR-OBX,SR1,0.178082192,0.164383562,0.204052511,FALSE,339571,12,75,N,Y,N,0,SR,SR,1,339571,12,75,1980,75,
1002279056,GLD JPRN QRY I/B VAL 6' RH CTOP,029B,26 - STOCK COUNTERTOPS,2 - LAMINATE COUNTER TOPS,25.5,4.38,72,53.999,25.5,DFS,NC,D&P,,D&P,SR2,0.043835616,0.030136986,0.204,FALSE,1002279056,5,See Con,N,,Y,0,IGNORE,IGNORE,IGNORE,1002279056,IGNORE,IGNORE,IGNORE,IGNORE,
1002279061,GLD JPRN QRY I/B VAL 6' STR CTOP,029B,26 - STOCK COUNTERTOPS,2 - LAMINATE COUNTER TOPS,25.5,4.38,72,53.999,25.5,DFS,NC,D&P,,D&P,SR2,0.043835616,0.032876712,0.204,FALSE,1002279061,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1002279061,IGNORE,IGNORE,IGNORE,IGNORE,
1003334178,"13"" BN EDGELIT 3CCT LED FM 2 PACK",27,16 - INTERIOR LIGHTING,3 - CEILING MOUNT FIXTURES,13.25,13.25,4,6,13.25,DFS,CF,CF,,CF,CP2,0.501369863,0.282191781,0.203754043,2,1003334178,5,See Con,N,,N,0,Carton Flow,2,1,1003334178,5,16,702.25,16,
1000532369,4FT X 1.5FT TRADITIONAL LED PUFF,27,15 - COMMERCIAL & INDUSTRIAL,"2 - DEC/RESI LIN,OVL,15IN+FL",53.5,6.54,20.39,16.4,20.39,DFS,NC,D&P,,D&P,SR2,0.049315068,0.046575342,0.203603228,FALSE,1000532369,5,See Con,N,,Y,0,IGNORE,IGNORE,IGNORE,1000532369,IGNORE,IGNORE,IGNORE,IGNORE,
1003835135,48 IN ADJUSTABLE BZ MTL SCRN,30,28 - PATIO DOORS,17 - REPLACEMENT PATIO SCRNDR,1.25,82,50,14,50,DFS,NC,BULK (PJ),,BULK (PJ),BK1,0.068493151,0.035616438,0.203140855,FALSE,1003835135,5,See Con,N,,N,1,IGNORE,IGNORE,IGNORE,1003835135,IGNORE,IGNORE,IGNORE,IGNORE,
1002351187,"4-1/2"" X 90"" TOE KICK-CWH",029B,25 - IN STOCK KITCHEN & ACCES,2 - ASMBLD FINISHED CABINETS,0.47,97,4.31,1.8,4.31,DFS,NC,OBLONG,,OBLONG,SR1,1.78630137,0.805479452,0.203122417,FALSE,1002351187,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1002351187,IGNORE,IGNORE,IGNORE,IGNORE,
1004921552,5/8 IN. X 100 FT. CONTRACTOR GRADE H,028I,10 - WATERING,2 - HOSE,16.5,6.5,15.5,13.17,15.5,DFS,CF,CF,CF,CF,CP1,0.210958904,0.043835616,0.202947227,4,1004921552,36,See Con,N,,N,0,Carton Flow,1,4,1004921552,36,28,1662.375,28,
1004314350,BEHR SP 1PT EPOXY C&G 902 SLT GRY 1G,24,12 - WATERPROOFERS,5 - GARAGE COATINGS,10.25,10.5,10.25,12.67,10.25,DFS,CF,CF,CF,CF,CP2,0.317808219,0.21369863,0.20288896,1,1004314350,5,See Con,N,Y,N,0,Carton Flow Liquid,2,1,1004314350,5,10,1103.15625,10,
893716,CAXTON WHITE UNDERMOUNT SINK,029B,21 - KITCHEN SINKS,20 - LAVATORY SINKS,22,8.3,17.5,21.1,17.5,DFS,CF,SR-CON,,CF,CP1,0.109589041,0.063013699,0.202657281,3,893716,5,See Con,N,,Y,0,Carton Flow,1,3,893716,5,11,3195.5,11,
1004242118,M18 18V 6 TOOL COMBO KIT 2(3AH),025T,9 - PORTABLE POWER,5 - COMBO KITS,8.9,13,26.3,35.36,13,DFC,CF,SR-CON,,CF,CP2,0.115068493,0.115068493,0.202629091,3,1004242118,5,See Con,Y,,Y,0,Carton Flow,2,3,1004242118,5,11,3042.91,11,
1005223205,DW MOBILE THICKNESS PLANER STAND,025T,9 - PORTABLE POWER,25 - BENCHTOP AND STANDS,30,6.5,24.25,57.15,24.25,DFC,SR-CON,SR-NC,SR-CON,SR-CON,SR2,0.073972603,0.073972603,0.202429366,FALSE,1005223205,3,31,N,,Y,0,SR,SR,1,1005223205,3,31,4728.75,31,
1002718793,M18 FUEL 1/2 IN. GEN II HTIW BARE,025T,9 - PORTABLE POWER,29 - WRENCHES AND RATCHETS,3.8,9.65,9.15,6.42,9.15,DFC,CF,CF,,CF,CP1,1.04109589,0.969863014,0.202152445,1,1002718793,5,See Con,N,,N,0,Carton Flow,1,1,1002718793,5,34,335.5305,34,
1004580430,HDC SPC GINGER WOOD 24.5 SF/CA,023F,1 - VINYL PLANK,11 - HDC RIGID CORE,42.72,2.91,6.57,41.45,6.57,DFS,NC,SR-NC,BULK (FLS),BULK (FLS),BK1,0.42739726,0.038356164,0.2020122,FALSE,1004580430,30,See Con,N,,N,1,IGNORE,IGNORE,IGNORE,1004580430,IGNORE,IGNORE,IGNORE,IGNORE,
1000562566,SEA AIR 52 IN. WHITE CEILING FAN,27,20 - CEILING FANS,32 - 50 TO 54 IN. OUTDOOR  CE,11.5,11.4,21.1,21.2,11.5,DFC,SR-CON,CF,SR-CON,SR-CON,SR2,0.126027397,0.123287671,0.20174667,FALSE,1000562566,8,54,N,,Y,0,SR,SR,1,1000562566,8,54,2766.21,54,
482299,"MKE 7-1/4"" 15A CIRCULAR SAW",025T,9 - PORTABLE POWER,6 - CIRCULAR SAWS,18.1,13.7,10.9,18,13.7,DFC,SR-CON,SR-CON,SR-CON,SR-CON,SR2,0.128767123,0.126027397,0.20141272,FALSE,482299,8,55,N,,N,0,SR,SR,1,482299,8,55,2702.873,55,
395601,400A FILL VALVE CONTRACTOR PACK,026P,7 - PLUMBING REPAIR & REPLAC,3 - TOILET REPAIR & REPLACE,3.5,7.5,12.7,1.69,7.5,DFS,CF,CF,,CF,CP2,1.043835616,0.342465753,0.201382349,1,395601,5,See Con,N,,N,0,Carton Flow,2,1,395601,5,34,333.375,34,
1005437625,FAIRBURY 2S P/DOWN KITCH FAUC SS,029B,3 - FAUCETS,9 - PULLDOWN KITCHEN FAUCETS,3.35,11.95,24,5.58,11.95,DFS,CF,CF,,CF,CP1,0.361643836,0.202739726,0.201076484,2,1005437625,5,See Con,N,,N,0,Carton Flow,1,1,1005437625,5,12,960.78,12,
1000407711,LANDOVER UNIVERSAL 56.5 IN. MAILBOX,025H,4 - BUILDER'S HARDWARE,16 - MAILBOXES/POSTS,10.875,51.75,4.25,11.75,10.875,DFC,NC,OBLONG,ST,ST,BK3,0.145205479,0.145205479,0.20098693,FALSE,1000407711,5,See Con,N,,N,1,IGNORE,IGNORE,IGNORE,1000407711,IGNORE,IGNORE,IGNORE,IGNORE,
159291,1G WHT NYL DECORA WALLPLT 10PK,27,2 - WIRING DEVICES,6 - WALL PLATES (COMMODITY),4.35,5.6,3.6,0.45,4.35,DFS,CF,CF,,CF,CP2,3.956164384,0.95890411,0.200775342,1,159291,16,See Con,N,,N,0,Carton Flow,2,1,159291,16,131,87.696,131,
1003939583,"52"" ACKERLY LED OUTDOOR CF BRONZE",27,20 - CEILING FANS,32 - 50 TO 54 IN. OUTDOOR  CE,13.39,9.84,25.28,21.38,13.39,DFS,CF,SR-CON,,CF,CP1,0.104109589,0.093150685,0.200677988,3,1003939583,5,See Con,N,,N,0,Carton Flow,1,3,1003939583,5,10,3330.832128,10,
1000050138,"1-1/2"" P-TRAP",026P,1 - PIPE AND FITTINGS,50 - TUBULAR REPAIR & REPLACE,13.75,1.95,8.25,0.28,8.25,DFS,CF,CF,,CF,CP2,1.564383562,0.263013699,0.20025841,1,1000050138,20,See Con,N,,N,0,Carton Flow,2,1,1000050138,20,52,221.203125,52,
1005596046,M18 PACKOUT LIGHT/CHARGER,025T,9 - PORTABLE POWER,27 - CORDLESS LIGHTING,10.3,9.95,17.6,13.32,10.3,DFC,CF,CF,,CF,CP1,0.191780822,0.191780822,0.200186327,2,1005596046,5,See Con,N,,Y,0,Carton Flow,1,2,1005596046,5,13,1803.736,13,
1000021230,"32 IN. OVAL LED FLUSH MOUNT, BN",27,15 - COMMERCIAL & INDUSTRIAL,"2 - DEC/RESI LIN,OVL,15IN+FL",35.69,5.83,21.65,10.4,21.65,DFS,NC,SR-NC,SR-NC,SR-NC,SR2,0.076712329,0.046575342,0.199983623,FALSE,1000021230,2,33,N,,N,0,SR,SR,1,1000021230,2,33,4504.773955,33,
1001639038,SOUS PULL-DOWN KITCH FAUC W/SOAP CH,029B,3 - FAUCETS,9 - PULLDOWN KITCHEN FAUCETS,28.3,3.1,12.5,8.9,12.5,DFC,CF,CF,,CF,CP2,0.315068493,0.304109589,0.199949066,2,1001639038,5,See Con,N,,N,0,Carton Flow,2,1,1001639038,5,10,1096.625,10,
1001376747,ESSIE PULL-DOWN KITCH FAUC W/SOAP SS,029B,3 - FAUCETS,9 - PULLDOWN KITCHEN FAUCETS,24.5,12.2,3.8,6.54,12.2,DFS,CF,CF,CF,CF,CP1,0.304109589,0.276712329,0.199892218,4,1001376747,60,See Con,N,,N,0,Carton Flow,1,4,1001376747,60,40,1135.82,40,
929965,RIDGID WET APPLICATION FILTER,025T,14 - WET DRY VACS,5 - W/D VAC FILTERS,6.3,9.1,6.4,0.53,6.4,DFS,CF,CF,,CF,CP2,0.939726027,0.553424658,0.19953516,1,929965,6,See Con,N,,N,0,Carton Flow,2,1,929965,6,31,366.912,31,
1000028814,FIRM GRIP GOLF UMBRELLA- ALL BLACK,025H,5 - SECURITY/SAFETY,13 - BOOTS/RAIN,2,39.5,2,0.9,2,DFC,CF,SR-NC,,CF,CP1,2.175342466,0.331506849,0.198902841,1,1000028814,32,See Con,N,,N,0,Carton Flow,1,1,1000028814,32,73,158,73,
1002347356,"32""X80"" 1-3/4"" 6 PANEL FIR SLAB",30,24 - EXTERIOR DOORS,2 - WOOD,80,1.75,32,70,32,DFS,NC,D&P,,D&P,SR2,0.076712329,0.076712329,0.198883815,FALSE,1002347356,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1002347356,IGNORE,IGNORE,IGNORE,IGNORE,
1002347368,"32""X80"" 1-3/4"" 9 LITE FIR SLAB",30,24 - EXTERIOR DOORS,2 - WOOD,80,1.75,32,70,32,DFS,NC,D&P,,D&P,SR2,0.076712329,0.076712329,0.198883815,FALSE,1002347368,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1002347368,IGNORE,IGNORE,IGNORE,IGNORE,
1005146394,ESSIE SPRING P/D SS KITCH FAU,029B,3 - FAUCETS,9 - PULLDOWN KITCHEN FAUCETS,26.7,14.5,4,7.56,14.5,DFC,CF,CF,,CF,CP2,0.221917808,0.21369863,0.198878425,2,1005146394,5,See Con,N,,N,0,Carton Flow,2,2,1005146394,5,15,1548.6,15,
1002211265,LADERA 8 IN. WIDESPREAD 2-HANDLE BAT,029B,3 - FAUCETS,"11 - 2HDL 8"" BATH FAUCETS",3.1,10.6,15.3,4.68,10.6,DFC,CF,CF,,CF,CP1,0.682191781,0.419178082,0.198482277,2,1002211265,5,See Con,N,,N,0,Carton Flow,1,1,1002211265,5,23,502.758,23,
1002109672,SUNCAST DECORATIVE HOSE BUTLER,028I,10 - WATERING,4 - HOSE REELS,6.4,12.95,12.9,2.28,12.9,DFS,CF,CF,,CF,CP2,0.320547945,0.246575342,0.198330137,2,1002109672,5,See Con,N,,N,0,Carton Flow,2,1,1002109672,5,11,1069.152,11,
1002351181,"24"" X 80"" END PANEL-CWH",029B,25 - IN STOCK KITCHEN & ACCES,2 - ASMBLD FINISHED CABINETS,24.38,84,1.13,31,24.38,DFS,NC,D&P,,D&P,SR2,0.147945205,0.090410959,0.198129247,FALSE,1002351181,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1002351181,IGNORE,IGNORE,IGNORE,IGNORE,
1005426529,REVENT 80 CFM LED TEMP ADJ LIGHT,026P,2 - AIR CIRCULATION/ACCES.,3 - BATH FANS,13,8.2,11.6,7.25,11.6,DFS,CF,CF,,CF,CP1,0.276712329,0.178082192,0.198015855,2,1005426529,5,See Con,N,,N,0,Carton Flow,1,2,1005426529,5,19,1236.56,19,
467987,"4"" HALO IC AIRTIGHT NC HOUSING",27,13 - RECESSED LIGHTING,6 - CANS 4 INCH,15.65,6,11.45,2.29,11.45,DFS,CF,CF,,CF,CP2,0.317808219,0.01369863,0.19773906,2,467987,6,See Con,N,,N,0,Carton Flow,2,2,467987,6,21,1075.155,21,
1004155822,R2410 MINI 2X4 RADAR SQ 24 SF-CA,023F,5 - CEILINGS,2 - PANELS,48,1.665,24,17.54,24,DFS,NC,D&P,,D&P,SR2,0.178082192,0.164383562,0.197671233,FALSE,1004155822,30,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1004155822,IGNORE,IGNORE,IGNORE,IGNORE,
1005481032,WALL MOUNT SMART GARAGE DOOR OPENER-,30,29 - GDOS / PARTS & ACCESS,3 - GARAGE DOOR & GATE OPENE,11,25,12.25,32,12.25,DFC,SR-CON,SR-CON,SR-CON,SR-CON,SR2,0.101369863,0.101369863,0.197621369,FALSE,1005481032,6,44,N,,Y,0,SR,SR,1,1005481032,6,44,3368.75,44,
1002346935,"24""X80"" 1-3/8"" HC MELROSE SLAB",30,25 - INTERIOR DOORS,7 - MOLDED SLABS,1.38,80,24,29,24,DFS,NC,D&P,BULK (PJ),BULK (PJ),BK1,0.128767123,0.04109589,0.197442922,FALSE,1002346935,5,See Con,N,,N,1,IGNORE,IGNORE,IGNORE,1002346935,IGNORE,IGNORE,IGNORE,IGNORE,
937790,HUSKY 12 VOLT INFLATOR,025H,28 - COMPRESSORS AND AIR TOOL,12 - INFLATORS,4.35,9.65,7.2,4.25,7.2,DFS,CF,CF,,CF,CP1,1.128767123,1.016438356,0.197428425,1,937790,5,See Con,N,,N,0,Carton Flow,1,1,937790,5,38,302.238,38,
651307,3-5/8 X 10 STEEL TRACK 25 GA,22,12 - GYPSUM,14 - METAL STUDS/LATHE,1.625,120,3.625,2,3.625,DFS,NC,CANTILEVER,,CANTILEVER,CN1,0.482191781,0.052054795,0.197250761,FALSE,651307,180,188,N,,N,0,IGNORE,IGNORE,IGNORE,651307,IGNORE,IGNORE,IGNORE,IGNORE,
1004956839,"ELMBROOK 60IN 5/16"" SHOWER DOOR, SLV",029B,23 - TUBS AND SHOWERS,5 - TUB & SHOWER DOORS,39.88,80.38,3.88,144,39.88,DFS,NC,D&P,,D&P,SR2,0.02739726,0.021917808,0.197196079,FALSE,1004956839,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1004956839,IGNORE,IGNORE,IGNORE,IGNORE,
338757,RYB 18V CIRC. SAW - TOOL ONLY,025T,9 - PORTABLE POWER,6 - CIRCULAR SAWS,12.5,9,8,6.3,9,DFC,CF,CF,,CF,CP2,0.378082192,0.378082192,0.196917808,1,338757,5,See Con,N,,Y,0,Carton Flow,2,1,338757,5,13,900,13,
711490,HOMAX POPCORN CEILING TEXTURE 13LB,24,35 - PATCHING & REPAIR,3 - BAG GOODS,5.6,8.9,11,13.21,8.9,DFS,CF,CF,,CF,CP1,0.619178082,0.191780822,0.196445713,1,711490,5,See Con,N,,N,0,Carton Flow,1,1,711490,5,21,548.24,21,
1000556603,BAYPORT 72 IN. OUTDOOR BLACK SOLAR L,27,18 - EXTERIOR LIGHTING,11 - LOW VOLTAGE LANDSCAPE,25,14,10.4,12,14,DFC,CF,SR-CON,,CF,CP2,0.093150685,0.093150685,0.196220193,4,1000556603,5,See Con,N,,Y,0,Carton Flow,2,4,1000556603,5,13,3640,13,
1002346970,"32""X80"" 1-3/8"" 15L PRIMED FRNCH SLAB",30,25 - INTERIOR DOORS,8 - STILE & RAIL SLABS,1.38,80,32,65,32,DFS,NC,D&P,BULK (PJ),BULK (PJ),BK1,0.095890411,0.095890411,0.196042618,FALSE,1002346970,5,See Con,N,,N,1,IGNORE,IGNORE,IGNORE,1002346970,IGNORE,IGNORE,IGNORE,IGNORE,
1003453367,LV LED 4PK CCT 50WE FLOOD LT BLACK,27,18 - EXTERIOR LIGHTING,11 - LOW VOLTAGE LANDSCAPE,15.9,8.1,5.5,5.2,8.1,DFC,CF,CF,,CF,CP1,0.476712329,0.306849315,0.195414812,1,1003453367,5,See Con,N,,N,0,Carton Flow,1,1,1003453367,5,16,708.345,16,
1000018829,TYIC VAL 4' STR CTOP,029B,26 - STOCK COUNTERTOPS,2 - LAMINATE COUNTER TOPS,25.5,4.375,48,36,25.5,DFS,NC,D&P,,D&P,SR2,0.063013699,0.046575342,0.195276826,FALSE,1000018829,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1000018829,IGNORE,IGNORE,IGNORE,IGNORE,
1002763580,KIDDE BASIC 5BC FIRE EXTINGUISHER,27,5 - FIRE SAFETY,4 - FIRE EXTINGUISHERS,3.7,11.8,7.5,2.85,7.5,DFS,CF,CF,,CF,CP2,1.030136986,0.610958904,0.195207382,1,1002763580,6,See Con,N,,N,0,Carton Flow,2,1,1002763580,6,35,327.45,35,
1003274878,10'RH TEMPO SEA SALT 9529-58,029B,26 - STOCK COUNTERTOPS,2 - LAMINATE COUNTER TOPS,25,5.13,120,89.999,25,DFS,NC,BULK (PJ),,BULK (PJ),BK1,0.021917808,0.016438356,0.195205479,FALSE,1003274878,5,See Con,N,,N,1,IGNORE,IGNORE,IGNORE,1003274878,IGNORE,IGNORE,IGNORE,IGNORE,
1000030904,26IN ROUND WOODEN BARREL,028O,9 - PLANTERS,4 - WOOD,26,16.54,26,15.84,26,DFS,NC,SR-NC,SR-NC,SR-NC,SR2,0.030136986,0.010958904,0.195001649,FALSE,1000030904,3,13,N,,N,0,SR,SR,1,1000030904,3,13,11181.04,13,
1005451818,BOSWELL QTR 3LT DIS BLK PENDANT DNI,27,16 - INTERIOR LIGHTING,4 - CHAND/PENDANT/ISLAND,17.13,13.07,17.13,10.03,17.13,DFS,SR-CON,SR-CON,SR-CON,SR-CON,SR2,0.087671233,0.082191781,0.19458246,FALSE,1005451818,7,39,N,,Y,0,SR,SR,1,1005451818,7,39,3835.220283,39,
1005285059,6 FT LH ORA TUSCAN ROMANO 4835-43,029B,26 - STOCK COUNTERTOPS,2 - LAMINATE COUNTER TOPS,25.25,4.5,72,53.999,25.25,DFS,NC,D&P,,D&P,SR2,0.04109589,0.035616438,0.194563356,FALSE,1005285059,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1005285059,IGNORE,IGNORE,IGNORE,IGNORE,
1001546456,ORIGINAL 52 IN. INDOOR/OUTDOOR WHITE,27,20 - CEILING FANS,32 - 50 TO 54 IN. OUTDOOR  CE,22.7,13,13.4,55.55,13.4,DFC,SR-CON,CF,SR-CON,SR-CON,SR2,0.084931507,0.082191781,0.194356513,FALSE,1001546456,6,38,N,,Y,0,SR,SR,1,1001546456,6,38,3954.34,38,
1002749442,15-1/4 X 26 MEDICINE CABINET -JAVA,029B,22 - VANITIES,4 - MEDICINE CABINETS,29.9,19.7,6.5,13.79,19.7,DFS,CF,SR-CON,,CF,CP1,0.087671233,0.084931507,0.194251395,4,1002749442,5,See Con,N,,N,0,Carton Flow,1,4,1002749442,5,12,3828.695,12,
1000048055,24X80 LVR-LVR RAW BIFOLD DOOR,30,25 - INTERIOR DOORS,15 - STILE & RAIL BIFOLDS,3.22,80.7,13.46,19.69,13.46,DFS,NC,OBLONG,,OBLONG,SR1,0.095890411,0.095890411,0.194091228,FALSE,1000048055,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1000048055,IGNORE,IGNORE,IGNORE,IGNORE,
907152,15A WHT TR DECORA DUP OUTLTS 10PK,27,2 - WIRING DEVICES,3 - RECEPTACLES,2.3,8.3,4.55,1.48,4.55,DFS,CF,CF,,CF,CP2,3.860273973,1.01369863,0.194040201,1,907152,10,See Con,N,,N,0,Carton Flow,2,1,907152,10,132,86.8595,132,
1002702203,"36""-32"" LUMINAIRE RET SCREEN WHITE",30,24 - EXTERIOR DOORS,7 - METAL SCREEN DOORS,3.4375,85,13.0625,17,13.0625,DFS,NC,OBLONG,ST,ST,BK3,0.087671233,0.035616438,0.193642781,FALSE,1002702203,5,See Con,N,,Y,1,IGNORE,IGNORE,IGNORE,1002702203,IGNORE,IGNORE,IGNORE,IGNORE,
1004524139,"17"" LED  WALL LT MAJESTIC BLACK",27,18 - EXTERIOR LIGHTING,2 - WALL,10,24,11.25,12.8,11.25,DFS,CF,SR-CON,,CF,CP1,0.123287671,0.115068493,0.192636986,3,1004524139,5,See Con,N,,N,0,Carton Flow,1,3,1004524139,5,13,2700,13,
1001619357,GX PRO SERIES 1/2 HP CONTINUOUS FEED,029A,14 - DISPOSERS,12 - DISPOSERS,6.4,14.7,6.4,10.04,6.4,DFS,CF,CF,,CF,CP2,0.550684932,0.479452055,0.191883105,1,1001619357,5,See Con,N,,N,0,Carton Flow,2,1,1001619357,5,19,602.112,19,
1005249607,30IN SADLER ROUND FIRE PIT,028I,20 - FIRE,18 - WOOD FIRE PITS,30.31,6.5,30.71,18.7,30.31,DFS,NC,SR-NC,,SR-NC,SR2,0.054794521,0.01369863,0.191854726,FALSE,1005249607,2,25,N,,#N/A,0,SR,SR,1,1005249607,2,25,6050.33065,25,
